mode,load,0_densenet201-8,1_squeezenet1_0-16,2_vgg13-16
mps-uncap,0.8,65.90808877039382,1083.8734741620892,1148.4611482414218
mps-uncap,0.9,76.54393824962092,1270.1519041203885,1306.4378425420246
mps-uncap,1.0,86.65268557321053,1239.5748418661744,1334.004283896666
mps-uncap,0.5,40.37564519879402,683.1190506294287,727.6155292721729
mps-uncap,0.6,49.21821696164882,825.9981981396097,884.2500752823871
mps-uncap,0.7,63.51574045312258,966.1384147458472,1037.110053221166
mps-uncap,0.1,5.866722493536417,132.6641191970432,133.97093928482607
mps-uncap,0.2,14.24902609672385,252.13004623665782,300.7568367389896
mps-uncap,0.3,23.40979273712541,417.47314282090264,442.92043004568205
mps-uncap,0.4,34.6545052640632,552.7991601058513,574.8279269585788
