mode,load,0_densenet201-8,1_squeezenet1_0-16,2_vgg13-16
mps-uncap,0.8,93.49355697631836,13.289475440979004,13.18511962890625
mps-uncap,0.9,97.84433841705322,13.3115291595459,12.954235076904297
mps-uncap,1.0,89.73631858825684,14.509010314941406,12.55640983581543
mps-uncap,0.5,41.28923416137695,12.389898300170898,12.131214141845705
mps-uncap,0.6,60.161042213439934,12.734127044677734,12.382555007934572
mps-uncap,0.7,73.12602996826173,13.195157051086426,12.44192123413086
mps-uncap,0.1,46.897268295288086,6.209135055541992,13.410472869873047
mps-uncap,0.2,45.044660568237305,10.60905456542969,11.513733863830566
mps-uncap,0.3,40.29490947723389,10.8198881149292,11.496543884277344
mps-uncap,0.4,38.62338066101074,12.104272842407227,11.947345733642578
