mode,load,0_densenet201-8,1_squeezenet1_0-16,2_vgg13-16
mps-uncap,0.8,20.139455795288086,3.2529830932617188,8.571147918701172
mps-uncap,0.9,21.463394165039062,3.5560131072998047,8.75091552734375
mps-uncap,1.0,21.410226821899414,3.8909912109375,9.175539016723633
mps-uncap,0.5,20.415306091308594,3.2427310943603516,8.527994155883789
mps-uncap,0.6,20.09749412536621,3.2444000244140625,8.535385131835938
mps-uncap,0.7,20.170927047729492,3.2341480255126953,8.506059646606445
mps-uncap,0.1,21.439075469970703,3.4933090209960938,8.50367546081543
mps-uncap,0.2,20.342111587524414,3.3330917358398438,8.458614349365234
mps-uncap,0.3,20.555496215820312,3.2694339752197266,8.476495742797852
mps-uncap,0.4,20.18260955810547,3.236055374145508,8.469581604003906
