mode,load,0_densenet201-8,1_squeezenet1_0-16,2_vgg13-16
mps-uncap,0.8,98.76803398132324,15.115854740142828,14.767684936523438
mps-uncap,0.9,102.57417678833008,16.00550889968872,14.388322830200195
mps-uncap,1.0,92.08779335021973,17.044353485107425,13.188457489013672
mps-uncap,0.5,68.44645500183105,14.148092269897456,13.441648483276358
mps-uncap,0.6,78.57820034027102,14.935038089752197,13.903136253356932
mps-uncap,0.7,84.89798784255983,15.42770862579345,13.984870910644526
mps-uncap,0.1,47.96005725860596,14.61634635925293,15.25075435638428
mps-uncap,0.2,48.84895324707031,13.744106292724606,13.407907485961914
mps-uncap,0.3,58.25515747070312,13.225181102752686,12.937629222869871
mps-uncap,0.4,49.31453227996823,14.124917984008789,13.43857288360595
