mode,load,0_squeezenet1_1-4,1_squeezenet1_1-4
mig,0.1,1.730203628540039,1.7943382263183594
mig,0.2,1.7139911651611328,1.7354488372802734
mig,0.3,1.6701221466064453,1.7216205596923828
mig,0.4,1.7018318176269531,1.714944839477539
mig,0.5,1.6758441925048828,1.699686050415039
mig,0.6,1.674652099609375,1.7001628875732422
mig,0.7,1.6717910766601562,1.7070770263671875
mig,0.8,1.7139911651611328,1.7161369323730469
mig,0.9,1.7049312591552734,1.7135143280029297
mig,1.0,1.6794204711914062,1.7311573028564453
