mode,load,0_squeezenet1_1-4,1_squeezenet1_1-4
mig,0.1,0.029325485229492188,0.027894973754882812
mig,0.2,0.031948089599609375,0.028371810913085938
mig,0.3,0.0795125961303711,0.025272369384765625
mig,0.4,0.8456707000732422,0.4634857177734375
mig,0.5,1.8463134765625,1.2935400009155273
mig,0.6,6.393790245056152,3.046751022338867
mig,0.7,2039.97802734375,12.324094772338867
mig,0.8,6054.140090942383,2018.9056396484375
mig,0.9,8642.580151557922,6207.671880722046
mig,1.0,10149.744629859924,8405.471563339233
