mode,load,0_squeezenet1_1-4,1_squeezenet1_1-4
mig,0.1,3.8750171661376953,3.9167404174804688
mig,0.2,2.994060516357422,3.0689239501953125
mig,0.3,1.766204833984375,1.9834041595458984
mig,0.4,1.7893314361572266,1.8165111541748047
mig,0.5,1.7719268798828125,1.8074512481689453
mig,0.6,1.764535903930664,1.7974376678466797
mig,0.7,1.7690658569335938,1.802682876586914
mig,0.8,1.811981201171875,1.8019676208496094
mig,0.9,1.8062591552734375,1.813650131225586
mig,1.0,1.7879009246826172,1.8413066864013672
