mode,load,0_mobilenet_v3_large-4,1_vgg13-32,2_vgg19-16
mps-uncap,0.8,47.21025466918943,25.048685073852536,34.75219249725341
mps-uncap,0.9,48.254141807556145,25.323410034179688,35.16169548034668
mps-uncap,1.0,53.125281333923354,25.573437213897705,34.49097156524658
mps-uncap,0.5,41.21685028076173,24.225015640258786,32.43536949157715
mps-uncap,0.6,42.61796951293945,24.507107734680176,32.69184589385986
mps-uncap,0.7,45.264120101928704,24.77710485458374,33.81183147430419
mps-uncap,0.1,16.795444488525387,22.223997116088867,23.85304689407349
mps-uncap,0.2,21.335010528564442,22.73202419281006,26.094388961791992
mps-uncap,0.3,25.851478576660153,23.07600975036621,29.44749116897583
mps-uncap,0.4,35.708584785461525,23.392717838287357,30.34556388854981
