mode,load,0_mobilenet_v3_large-4,1_vgg13-32,2_vgg19-16
mps-uncap,0.8,155.40337562561035,195.72687149047852,193.23158264160156
mps-uncap,0.9,310.53853034973145,478.2755374908447,551.142692565918
mps-uncap,1.0,1355.1743030548096,1089.4410610198975,1333.8220119476318
mps-uncap,0.5,55.05824089050293,70.82772254943848,66.54024124145508
mps-uncap,0.6,42.16122627258301,77.66246795654297,193.30549240112305
mps-uncap,0.7,99.25293922424316,152.2536277770996,166.7640209197998
mps-uncap,0.1,6.6661834716796875,19.905567169189453,26.56841278076172
mps-uncap,0.2,15.004158020019531,24.338483810424805,30.317306518554688
mps-uncap,0.3,15.695571899414062,46.46778106689453,45.07017135620117
mps-uncap,0.4,20.72620391845703,72.7236270904541,39.79039192199707
