mode,load,0_mobilenet_v3_large-4,1_vgg13-32,2_vgg19-16
mps-uncap,0.8,14.138579368591309,20.325422286987305,25.20918846130371
mps-uncap,0.9,29.974699020385742,22.19223976135254,28.623580932617188
mps-uncap,1.0,43.356895446777344,23.650765419006348,29.74414825439453
mps-uncap,0.5,7.578372955322266,15.477418899536133,11.617660522460938
mps-uncap,0.6,8.377790451049805,15.706777572631836,12.300252914428711
mps-uncap,0.7,10.72549819946289,17.620086669921875,16.92044734954834
mps-uncap,0.1,7.286310195922852,14.648914337158203,10.805249214172363
mps-uncap,0.2,7.182598114013672,14.618873596191406,10.80012321472168
mps-uncap,0.3,7.450342178344727,14.65296745300293,10.8259916305542
mps-uncap,0.4,7.529735565185547,14.77515697479248,10.994791984558105
