mode,load,0_mobilenet_v3_large-4,1_vgg13-32,2_vgg19-16
mps-uncap,0.8,89.6185207366943,138.820695877075,128.31525325775127
mps-uncap,0.9,226.9826555252075,383.4306621551511,437.75660514831316
mps-uncap,1.0,1288.007583618164,1022.9351139068604,1226.1853742599487
mps-uncap,0.5,24.84380006790164,50.90292930603026,45.496354103088095
mps-uncap,0.6,32.462468147277804,50.69671630859364,73.80175113677977
mps-uncap,0.7,49.32595252990719,107.12188482284547,69.54738616943347
mps-uncap,0.1,2.781629562377886,14.217138290405268,5.281767845153823
mps-uncap,0.2,5.995960235595699,17.47341632843018,17.40612983703613
mps-uncap,0.3,7.207126617431631,21.1183786392212,21.855845451354977
mps-uncap,0.4,11.638875007629409,32.24704980850227,25.050187110900914
