mode,load,0_mobilenet_v3_large-4,1_vgg13-32,2_vgg19-16
mps-uncap,0.8,2.7968883514404297,14.640092849731445,10.794401168823242
mps-uncap,0.9,2.7747154235839844,14.676570892333984,10.750293731689453
mps-uncap,1.0,2.7654170989990234,14.694690704345703,10.998249053955078
mps-uncap,0.5,2.9370784759521484,14.585733413696289,10.776281356811523
mps-uncap,0.6,2.8679370880126953,14.59813117980957,10.707378387451172
mps-uncap,0.7,2.7976036071777344,14.627695083618164,10.724544525146484
mps-uncap,0.1,3.2503604888916016,14.583110809326172,10.697603225708008
mps-uncap,0.2,2.8247833251953125,14.525413513183594,10.712146759033203
mps-uncap,0.3,2.8121471405029297,14.538049697875977,10.712623596191406
mps-uncap,0.4,2.9251575469970703,14.542818069458008,10.73908805847168
