mode,load,0_mobilenet_v3_large-4,1_vgg13-32,2_vgg19-16
mps-uncap,0.8,201.6427516937256,216.62521362304688,212.95547485351562
mps-uncap,0.9,333.83822441101074,494.6575164794922,580.8689594268799
mps-uncap,1.0,1399.780511856079,1112.3008728027344,1363.7731075286865
mps-uncap,0.5,78.8886547088623,92.17643737792969,95.14307975769043
mps-uncap,0.6,82.40079879760742,99.17640686035156,220.60847282409668
mps-uncap,0.7,138.6549472808838,174.86000061035156,201.0657787322998
mps-uncap,0.1,24.882793426513672,34.80029106140137,37.80984878540039
mps-uncap,0.2,36.69166564941406,42.65117645263672,44.77334022521973
mps-uncap,0.3,45.76826095581055,65.85526466369629,56.41341209411621
mps-uncap,0.4,47.585248947143555,88.0124568939209,67.98481941223145
