mode,load,0_mobilenet_v3_large-4,1_vgg13-32,2_vgg19-16
mps-uncap,0.8,124.12760496139506,158.26635360717773,160.03146648406968
mps-uncap,0.9,268.244113922119,402.7265262603752,471.14452362060337
mps-uncap,1.0,1331.8063759803774,1044.3882894515991,1256.5877175331116
mps-uncap,0.5,48.77595901489263,71.72719001770018,75.12409687042225
mps-uncap,0.6,56.65517807006835,70.46504974365233,102.01200962066648
mps-uncap,0.7,80.12832641601562,127.98253774642946,96.06305360794049
mps-uncap,0.1,16.862416267395016,30.099439620971673,25.98057985305791
mps-uncap,0.2,21.386699676513665,33.361248970031745,31.98065757751464
mps-uncap,0.3,26.14074707031249,42.07791090011598,42.514965534210106
mps-uncap,0.4,35.766353607177834,49.61421489715576,46.5076637268067
