mode,load,0_mobilenet_v3_large-4,1_vgg13-32,2_vgg19-16
mps-uncap,0.8,49.30520057678223,27.561426162719727,37.26005554199219
mps-uncap,0.9,52.445411682128906,25.905132293701172,37.34564781188965
mps-uncap,1.0,57.95931816101074,26.44824981689453,35.614728927612305
mps-uncap,0.5,49.75271224975586,24.621009826660156,34.299612045288086
mps-uncap,0.6,43.853044509887695,24.97267723083496,34.552574157714844
mps-uncap,0.7,48.302650451660156,25.162220001220703,34.66534614562988
mps-uncap,0.1,24.84416961669922,23.030519485473633,24.564266204833984
mps-uncap,0.2,36.65351867675781,23.108243942260742,28.409957885742188
mps-uncap,0.3,45.700788497924805,23.76842498779297,31.13102912902832
mps-uncap,0.4,47.52945899963379,24.33013916015625,34.10649299621582
