mode,load,0_mobilenet_v3_large-4,1_vgg13-32,2_vgg19-16
mps-uncap,0.8,42.01045036315918,24.402141571044922,31.904411315917965
mps-uncap,0.9,44.82913017272949,24.896955490112305,33.40640068054199
mps-uncap,1.0,47.971439361572266,25.154852867126465,33.52706432342529
mps-uncap,0.5,24.6274471282959,22.665953636169434,27.81672477722168
mps-uncap,0.6,27.563571929931648,22.887754440307617,29.018020629882823
mps-uncap,0.7,33.983802795410156,23.714947700500492,30.01551628112793
mps-uncap,0.1,8.391141891479492,14.894723892211914,14.250397682190002
mps-uncap,0.2,11.192798614501955,19.04129981994629,22.516536712646484
mps-uncap,0.3,14.971542358398438,21.24476432800293,23.743081092834473
mps-uncap,0.4,16.31908416748047,21.637701988220215,24.556732177734375
