mode,load,0_mobilenet_v3_large-4,1_vgg13-32,2_vgg19-16
mps-uncap,0.8,66.36478900909425,88.35148811340332,86.29207611083984
mps-uncap,0.9,128.62014770507815,233.000135421753,182.95907974243164
mps-uncap,1.0,1054.6318531036377,644.8154926300048,1098.3520984649658
mps-uncap,0.5,26.174187660217285,38.88530731201172,35.57343482971192
mps-uncap,0.6,31.695699691772468,41.87006950378421,41.004943847656264
mps-uncap,0.7,40.269756317138665,65.70389270782472,56.046676635742195
mps-uncap,0.1,9.551048278808594,20.800113677978516,15.59393405914307
mps-uncap,0.2,11.539411544799805,22.12214469909668,23.21310043334961
mps-uncap,0.3,15.143108367919918,23.964643478393555,24.264979362487797
mps-uncap,0.4,17.189407348632812,30.64677715301514,27.813816070556634
