mode,load,0_mobilenet_v3_large-4,1_vgg13-32,2_vgg19-16
mps-uncap,0.8,2.744913101196289,14.617681503295898,10.761260986328125
mps-uncap,0.9,2.698183059692383,14.651060104370117,10.735750198364258
mps-uncap,1.0,2.7399063110351562,14.673709869384766,10.974884033203125
mps-uncap,0.5,2.8314590454101562,14.542818069458008,10.734319686889648
mps-uncap,0.6,2.802133560180664,14.561891555786133,10.695457458496094
mps-uncap,0.7,2.7570724487304688,14.575004577636719,10.70547103881836
mps-uncap,0.1,3.2193660736083984,14.542818069458008,10.684013366699219
mps-uncap,0.2,2.767801284790039,14.501810073852539,10.678768157958984
mps-uncap,0.3,2.799510955810547,14.513254165649414,10.669946670532227
mps-uncap,0.4,2.809286117553711,14.50657844543457,10.724782943725586
