mode,load,0_mobilenet_v3_large-4,1_vgg13-32,2_vgg19-16
mps-uncap,0.8,35.169172286987305,66.87355041503906,63.1893157958984
mps-uncap,0.9,92.25993156433108,210.1860523223878,152.9682159423828
mps-uncap,1.0,1014.6932601928709,619.9851036071776,1067.9065942764282
mps-uncap,0.5,4.187226295471191,19.09430027008054,16.751480102539066
mps-uncap,0.6,5.169105529785157,21.712684631347656,21.08039855957033
mps-uncap,0.7,13.785839080810536,44.959139823913574,31.04648590087892
mps-uncap,0.1,0.07319450378417969,0.08463859558105469,0.07407665252685548
mps-uncap,0.2,0.07162094116210939,4.047250747680669,0.07596015930175781
mps-uncap,0.3,0.07390975952148438,8.100152015686035,3.988790512084962
mps-uncap,0.4,0.07147789001464844,13.723731040954593,6.813454627990723
