mode,load,0_mobilenet_v3_large-32,1_alexnet-4,2_densenet169-8
mps-uncap,1.0,8.93402099609375,1.626729965209961,19.680380821228027
mig,1.0,10.271310806274414,1.7075538635253906,19.46711540222168
