mode,load,0_mobilenet_v3_large-32,1_alexnet-4,2_densenet169-8
mps-uncap,1.0,7.2841644287109375,0.8780956268310547,17.212390899658203
mig,1.0,9.471416473388672,1.6205310821533203,19.076108932495117
