mode,load,0_mobilenet_v3_large-32,1_alexnet-4,2_densenet169-8
mps-uncap,1.0,20.926475524902344,13.761043548583984,31.307697296142578
mig,1.0,16.22629165649414,9.973526000976562,28.084516525268555
