mode,load,0_mobilenet_v3_large-32,1_alexnet-4,2_densenet169-8
mps-uncap,1.0,10.795927047729492,3.6853814125061,21.926231384277344
mig,1.0,11.598577499389648,2.0728111267089844,20.318365097045902
