mode,load,0_mobilenet_v3_large-32,1_alexnet-4,2_densenet169-8
mps-uncap,1.0,10.79585075378418,3.685173988342283,21.926026344299316
mig,1.0,11.598377227783201,2.072572708129883,20.318162441253662
