mode,load,0_mobilenet_v3_large-32,1_alexnet-4,2_densenet169-8
mps-uncap,1.0,10.025882720947267,2.71742343902588,20.88332176208496
mig,1.0,10.881757736206055,1.8687248229980469,19.77992057800293
