mode,load,0_mobilenet_v3_large-32,1_alexnet-4,2_densenet169-8
mps-uncap,1.0,8.93402099609375,1.626729965209961,19.680261611938477
mig,1.0,10.271072387695312,1.7075538635253906,19.466876983642578
