mode,load,0_mobilenet_v3_large-32,1_alexnet-4,2_densenet169-8
mps-uncap,1.0,0.000476837158203125,0.007867813110351562,0.000476837158203125
mig,1.0,0.00286102294921875,0.007867813110351562,0.000476837158203125
