mode,load,0_mobilenet_v3_large-8,1_resnet152-4,2_resnet152-8
mps-uncap,0.8,22.093899250030457,78.85614395141592,82.72089242935274
mps-uncap,0.9,36.679430007934556,115.75219392776489,139.96901273727437
mps-uncap,1.0,483.33857059478777,1024.8466873168945,870.7394242286681
mps-uncap,0.5,16.158392429351903,24.44934844970703,30.221605300903317
mps-uncap,0.6,14.457609653472957,39.752845764160156,30.9972858428955
mps-uncap,0.7,13.747096061706543,47.70765304565427,59.018731117248535
mps-uncap,0.1,7.529006004333495,16.421382427215583,17.878520488739014
mps-uncap,0.2,12.785744667053219,26.43517971038818,23.968279361724846
mps-uncap,0.3,15.569996833801238,26.278533935546836,24.975929260253864
mps-uncap,0.4,14.574975967407234,25.606119632720937,23.99682998657227
