mode,load,0_mobilenet_v3_large-8,1_resnet152-4,2_resnet152-8
mps-uncap,0.8,45.439720153808594,102.60558128356934,154.1152000427246
mps-uncap,0.9,60.45675277709961,179.76975440979004,188.71164321899414
mps-uncap,1.0,531.1460494995117,1075.8998394012451,914.0853881835938
mps-uncap,0.5,36.406755447387695,38.75112533569336,39.86310958862305
mps-uncap,0.6,25.90155601501465,111.53936386108398,46.896934509277344
mps-uncap,0.7,25.440454483032227,75.6843090057373,105.47947883605957
mps-uncap,0.1,12.729406356811523,33.54525566101074,22.05204963684082
mps-uncap,0.2,28.57375144958496,38.892507553100586,29.0987491607666
mps-uncap,0.3,25.139808654785156,35.394906997680664,33.30802917480469
mps-uncap,0.4,26.417970657348633,35.36844253540039,39.479732513427734
