mode,load,0_mobilenet_v3_large-8,1_resnet152-4,2_resnet152-8
mps-uncap,0.8,2.064824104309082,8.186101913452148,7.669329643249512
mps-uncap,0.9,4.2724609375,12.250185012817383,14.818072319030762
mps-uncap,1.0,168.6311960220337,400.59804916381836,436.5140199661255
mps-uncap,0.5,0.3304481506347656,0.049591064453125,0.04935264587402344
mps-uncap,0.6,0.34999847412109375,0.05316734313964844,0.051975250244140625
mps-uncap,0.7,0.9537935256958008,3.732919692993164,2.8753280639648438
mps-uncap,0.1,0.04935264587402344,0.05793571472167969,0.0591278076171875
mps-uncap,0.2,0.046253204345703125,0.055789947509765625,0.05829334259033203
mps-uncap,0.3,0.049114227294921875,0.055789947509765625,0.05650520324707031
mps-uncap,0.4,0.04696846008300781,0.04982948303222656,0.05078315734863281
