mode,load,0_inception_v3-8,1_resnet34-16,2_resnet50-2
mps-uncap,0.8,15.355348587036133,9.936094284057617,7.596254348754883
mps-uncap,0.9,14.54305648803711,9.039878845214844,8.225679397583008
mps-uncap,1.0,12.36271858215332,8.9569091796875,7.1430206298828125
mps-uncap,0.5,15.779495239257812,9.28807258605957,9.138107299804688
mps-uncap,0.6,11.935949325561523,9.601116180419922,8.464574813842773
mps-uncap,0.7,12.364387512207031,9.445428848266602,8.539676666259766
mps-uncap,0.1,21.90566062927246,10.341405868530273,12.528657913208008
mps-uncap,0.2,22.31431007385254,11.215925216674805,14.040946960449219
mps-uncap,0.3,19.236087799072266,9.607553482055664,12.726306915283203
mps-uncap,0.4,18.0361270904541,12.115716934204102,10.77413558959961
