mode,load,0_inception_v3-8,1_resnet34-16,2_resnet50-2
mps-uncap,0.8,8.607149124145508,3.8988590240478516,4.670619964599609
mps-uncap,0.9,8.912801742553711,4.795551300048828,4.723310470581055
mps-uncap,1.0,10.19430160522461,5.995988845825195,4.912137985229492
mps-uncap,0.5,8.729934692382812,3.877401351928711,4.658937454223633
mps-uncap,0.6,8.477449417114258,3.8771629333496094,4.771947860717773
mps-uncap,0.7,8.610725402832031,3.885507583618164,4.664421081542969
mps-uncap,0.1,9.285211563110352,5.162954330444336,4.869937896728516
mps-uncap,0.2,8.842706680297852,4.916191101074219,4.774332046508789
mps-uncap,0.3,8.664846420288086,3.867626190185547,4.677534103393555
mps-uncap,0.4,8.618831634521484,3.8497447967529297,4.622936248779297
