mode,load,0_inception_v3-8,1_resnet34-16,2_resnet50-2
mps-uncap,0.8,34.53671932220459,19.79541778564453,16.693830490112305
mps-uncap,0.9,1958.3821296691895,24.602890014648438,1222.5074768066406
mps-uncap,1.0,4480.038404464722,2974.9785661697388,2488.3629083633423
mps-uncap,0.5,12.320280075073242,6.844043731689453,6.810903549194336
mps-uncap,0.6,12.6265287399292,8.630752563476562,8.500218391418457
mps-uncap,0.7,15.803337097167969,12.126684188842773,10.932683944702148
mps-uncap,0.1,18.441438674926758,7.83848762512207,10.464310646057129
mps-uncap,0.2,15.276193618774414,7.532596588134766,9.311676025390625
mps-uncap,0.3,11.381149291992188,6.9522857666015625,7.688283920288086
mps-uncap,0.4,11.174678802490234,6.904125213623047,6.45899772644043
