mode,load,0_inception_v3-8,1_resnet34-16,2_resnet50-2
mps-uncap,0.8,10.576367378234863,6.389856338500977,5.280494689941406
mps-uncap,0.9,11.157035827636719,6.033182144165039,5.84721565246582
mps-uncap,1.0,11.053204536437988,6.66356086730957,5.447506904602051
mps-uncap,0.5,9.495973587036133,5.6858062744140625,5.219459533691406
mps-uncap,0.6,9.100198745727539,6.088018417358398,5.365729331970215
mps-uncap,0.7,9.296178817749023,6.245851516723633,5.445003509521484
mps-uncap,0.1,17.38905906677246,7.742881774902344,10.355830192565918
mps-uncap,0.2,11.784553527832031,7.161736488342285,8.503198623657227
mps-uncap,0.3,9.956598281860352,6.299376487731934,6.145000457763672
mps-uncap,0.4,9.717941284179688,5.83195686340332,5.230426788330078
