mode,load,0_inception_v3-8,1_resnet34-16,2_resnet50-2
mps-uncap,0.8,82.46185779571537,47.157526016235344,37.8274440765381
mps-uncap,0.9,4142.9723262786865,68.50919723510746,2049.996519088745
mps-uncap,1.0,8082.473945617677,5680.3529262542725,4466.0011529922485
mps-uncap,0.5,17.430949211120605,8.189678192138672,9.264564514160156
mps-uncap,0.6,17.72382259368896,14.830350875854503,12.997055053710943
mps-uncap,0.7,27.553033828735373,23.980617523193363,23.282885551452637
mps-uncap,0.1,7.244396209716803,2.06742286682129,5.801773071289062
mps-uncap,0.2,10.510635375976566,5.036354064941406,7.576704025268558
mps-uncap,0.3,9.861135482788088,5.593061447143555,7.363271713256841
mps-uncap,0.4,11.309671401977553,6.8150043487548855,6.838369369506838
