mode,load,0_inception_v3-8,1_resnet34-16,2_resnet50-2
mps-uncap,0.8,183.63118171691895,118.75438690185547,101.19128227233887
mps-uncap,0.9,4770.2391147613525,168.07937622070312,2385.5135440826416
mps-uncap,1.0,9209.442615509033,6349.017381668091,5112.243890762329
mps-uncap,0.5,67.85011291503906,37.32013702392578,27.378559112548828
mps-uncap,0.6,58.77876281738281,51.75042152404785,41.383981704711914
mps-uncap,0.7,105.76534271240234,71.2747573852539,79.65779304504395
mps-uncap,0.1,38.02895545959473,15.057802200317383,23.537874221801758
mps-uncap,0.2,37.697553634643555,20.480871200561523,28.659820556640625
mps-uncap,0.3,44.37446594238281,18.0666446685791,34.85107421875
mps-uncap,0.4,35.86292266845703,27.00185775756836,26.708126068115234
