mode,load,0_inception_v3-8,1_resnet34-16,2_resnet50-2
mps-uncap,0.8,151.08010053634632,87.81352996826172,77.9663372039796
mps-uncap,0.9,4715.129442214966,147.709264755249,2338.782277107239
mps-uncap,1.0,9034.84534740448,6274.08163547516,5070.0666069984445
mps-uncap,0.5,49.23633098602286,24.60060119628909,24.616088867187315
mps-uncap,0.6,43.53299140930167,41.41864776611319,30.849506855011008
mps-uncap,0.7,62.15987205505366,53.36416244506837,58.462572097778015
mps-uncap,0.1,38.44569206237792,15.4166841506958,23.16491127014161
mps-uncap,0.2,34.57541465759281,18.41561555862427,25.169353485107436
mps-uncap,0.3,31.663198471069332,18.32698583602904,24.880757331848137
mps-uncap,0.4,33.781189918518066,22.255034446716298,21.750802993774386
