mode,load,0_inception_v3-8,1_resnet34-16,2_resnet50-2
mps-uncap,0.8,12.96730756759643,8.777203559875488,6.256790161132813
mps-uncap,0.9,13.089356422424316,7.906169891357421,7.07368850708008
mps-uncap,1.0,11.908223628997803,7.095706462860108,6.245696544647217
mps-uncap,0.5,13.103251457214355,7.876110076904298,7.694616317749021
mps-uncap,0.6,10.741970539093018,8.689088821411133,7.23371267318726
mps-uncap,0.7,10.809345245361326,8.747291564941406,7.16403722763061
mps-uncap,0.1,20.55617332458496,8.888635635375977,11.265470981597902
mps-uncap,0.2,20.110330581665043,8.348004817962648,11.23623847961426
mps-uncap,0.3,16.27923011779785,8.349227905273438,10.472316741943358
mps-uncap,0.4,14.432835578918443,8.68664264678955,8.812198638916014
