mode,load,0_inception_v3-8,1_resnet34-16,2_resnet50-2
mps-uncap,0.8,8.539915084838867,3.8785934448242188,4.637479782104492
mps-uncap,0.9,8.685111999511719,4.540681838989258,4.6062469482421875
mps-uncap,1.0,8.924245834350586,5.287885665893555,4.712343215942383
mps-uncap,0.5,8.664846420288086,3.8619041442871094,4.608392715454102
mps-uncap,0.6,8.440256118774414,3.8590431213378906,4.721879959106445
mps-uncap,0.7,8.547544479370117,3.8645267486572266,4.630327224731445
mps-uncap,0.1,8.554697036743164,5.136966705322266,4.759073257446289
mps-uncap,0.2,8.800268173217773,4.896402359008789,4.74238395690918
mps-uncap,0.3,8.596658706665039,3.838062286376953,4.63414192199707
mps-uncap,0.4,8.582830429077148,3.831148147583008,4.5871734619140625
