mode,load,0_densenet161-4,1_resnet152-32,2_squeezenet1_0-2
mps-uncap,0.8,31.92925453186035,31.787872314453125,8.41665267944336
mps-uncap,0.9,30.18474578857422,32.99212455749512,8.412361145019531
mps-uncap,1.0,30.06911277770996,34.60693359375,8.334159851074219
mps-uncap,0.5,30.479907989501953,32.49621391296387,8.088350296020508
mps-uncap,0.6,28.5189151763916,31.849145889282227,8.166790008544922
mps-uncap,0.7,29.47521209716797,32.3026180267334,8.135795593261719
mps-uncap,0.1,26.518583297729492,28.73849868774414,6.459236145019531
mps-uncap,0.2,30.176401138305664,29.67095375061035,7.953643798828125
mps-uncap,0.3,30.23982048034668,29.982566833496094,8.283376693725586
mps-uncap,0.4,29.218673706054688,31.099319458007812,8.223772048950195
