mode,load,0_densenet161-4,1_resnet152-32,2_squeezenet1_0-2
mps-uncap,0.8,2.507805824279785,21.194934844970703,0.9849071502685547
mps-uncap,0.9,15.259504318237305,67.4748420715332,3.2296180725097656
mps-uncap,1.0,59.691786766052246,1468.400001525879,10.472655296325684
mps-uncap,0.5,0.05364418029785156,0.05817413330078125,0.041484832763671875
mps-uncap,0.6,0.054836273193359375,3.5371780395507812,0.043392181396484375
mps-uncap,0.7,0.05817413330078125,13.489603996276855,0.2281665802001953
mps-uncap,0.1,0.06365776062011719,0.059485435485839844,0.04875659942626953
mps-uncap,0.2,0.0629425048828125,0.06008148193359375,0.04482269287109375
mps-uncap,0.3,0.06091594696044922,0.05888938903808594,0.04458427429199219
mps-uncap,0.4,0.059604644775390625,0.06389617919921875,0.042438507080078125
