mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v3_large-8,3_vgg11-4
mps-uncap,1.0,1856.2189502587732,1856.2177510669303,557.7931960735812,683.7086423825375
