mode,load,0_densenet201-4,1_densenet201-4
mig,0.1,33.795345852723784,32.3096612951777
mig,0.2,64.93575591553795,66.40649937819634
mig,0.3,97.0752975906324,97.47726326530494
mig,0.4,130.28114672462758,136.20915084705794
mig,0.5,157.9871385204786,166.17177093996003
mig,0.6,190.87094366531724,195.35128532909582
mig,0.7,240.16547592472185,226.3147919793794
mig,0.8,260.6477016590071,264.9727022955896
mig,0.9,295.3686716348629,296.22162589155056
mig,1.0,324.5533904409849,330.0103236716855
