mode,load,0_densenet201-4,1_densenet201-4
mig,0.1,0.05793571472167969,0.05984306335449219
mig,0.2,0.057697296142578125,0.05710124969482422
mig,0.3,0.050067901611328125,0.04601478576660156
mig,0.4,0.05125999450683594,0.05543231964111328
mig,0.5,0.4291534423828125,0.638127326965332
mig,0.6,4.780769348144531,5.1735639572143555
mig,0.7,11.701345443725586,8.172035217285156
mig,0.8,19.20139789581299,13.763666152954102
mig,0.9,46.828269958496094,33.84900093078613
mig,1.0,736.7174625396729,298.3829975128174
