mode,load,0_mobilenet_v2-32,1_squeezenet1_0-32,2_vgg13-16
mps-uncap,0.6,0.03409385681152344,0.026941299438476562,0.026464462280273438
mig,0.6,4.060626029968262,6.244301795959473,10.882258415222168
mps-uncap,0.7,2.8200149536132812,0.027418136596679688,0.027179718017578125
mig,0.7,8.173108100891113,13.864755630493164,15.45572280883789
mps-uncap,0.8,9.701967239379883,0.029325485229492188,0.0209808349609375
mig,0.8,14.257431030273438,21.303176879882812,29.592275619506836
mps-uncap,0.9,35.85171699523926,2.2592544555664062,0.018596649169921875
mig,0.9,33.986568450927734,67.93844699859619,85.11877059936523
mps-uncap,1.0,3586.4994525909424,12.961030006408691,0.019073486328125
mig,1.0,770.0347900390625,172.11341857910156,1886.1637115478516
mps-uncap,1.1,11866.663932800293,17.10224151611328,0.9624958038330078
mig,1.1,3464.95521068573,4199.527621269226,4825.4523277282715
mps-uncap,1.2,17105.145692825317,29.14142608642578,4.065155982971191
mig,1.2,5955.683708190918,7032.136678695679,6139.853119850159
mps-uncap,1.3,22275.975346565247,1700.9389400482178,9.143352508544922
mig,1.3,10682.510256767273,10236.372232437134,11122.708082199097
