mode,load,0_mobilenet_v2-32,1_squeezenet1_0-32,2_vgg13-16
mps-uncap,0.6,5.927801132202148,6.0577392578125,8.529424667358398
mig,0.6,11.30986213684082,20.24054527282715,29.259920120239258
mps-uncap,0.7,5.975484848022461,6.068944931030273,8.489370346069336
mig,0.7,11.249780654907227,20.367145538330078,29.275894165039062
mps-uncap,0.8,5.933284759521484,5.969047546386719,8.465051651000977
mig,0.8,11.332511901855469,20.364761352539062,29.256820678710938
mps-uncap,0.9,6.021976470947266,6.139039993286133,8.607625961303711
mig,0.9,11.382341384887695,20.36309242248535,29.31976318359375
mps-uncap,1.0,6.27899169921875,6.452322006225586,8.856773376464844
mig,1.0,11.579751968383789,20.471572875976562,29.404401779174805
mps-uncap,1.1,7.447719573974609,7.220983505249023,9.469270706176758
mig,1.1,11.666536331176758,20.79629898071289,29.51645851135254
mps-uncap,1.2,28.994083404541016,6.997346878051758,9.525299072265625
mig,1.2,11.411666870117188,20.81775665283203,31.705856323242188
mps-uncap,1.3,9.990930557250977,7.820367813110352,9.598970413208008
mig,1.3,12.371301651000977,20.63298225402832,29.65259552001953
