mode,load,0_mobilenet_v2-32,1_squeezenet1_0-32,2_vgg13-16
mps-uncap,0.6,48.43055963516233,38.34109306335439,28.3024263381958
mig,0.6,65.61966896057096,118.45095157623287,131.13814592361473
mps-uncap,0.7,69.34337615966794,51.412804126739466,33.28391790390015
mig,0.7,93.82193088531493,148.2327938079833,153.5330963134766
mps-uncap,0.8,121.8748688697815,63.01373958587647,45.607924461364824
mig,0.8,145.23277282714832,221.87263488769534,305.6222057342529
mps-uncap,0.9,309.7354745864868,78.97550106048583,49.59570646286008
mig,0.9,204.5043087005616,439.77469921112146,469.05755996704096
mps-uncap,1.0,8194.03832435608,153.43999862670904,66.30321979522706
mig,1.0,1295.6030750274658,1317.4572849273677,2831.6500830650325
mps-uncap,1.1,22554.149894714352,146.121482849121,68.63072872161861
mig,1.1,6740.792191028595,7341.260671615601,9063.608293533325
mps-uncap,1.2,32909.47041511536,239.54604864120512,68.93773078918457
mig,1.2,12761.740219593048,13935.935649871826,13233.957512378693
mps-uncap,1.3,44950.6560921669,4333.352899551392,108.1968879699707
mig,1.3,21034.212934970856,20957.919864654545,20194.030225276947
