mode,load,0_mobilenet_v2-32,1_squeezenet1_0-32,2_vgg13-16
mps-uncap,0.6,25.604226589202877,23.403072357177727,17.91856288909912
mig,0.6,16.435906887054404,25.759899616241455,33.07065963745118
mps-uncap,0.7,27.3531436920166,24.257986545562744,18.894898891448968
mig,0.7,16.499626636505116,25.751280784606934,33.25447082519532
mps-uncap,0.8,28.947532176971436,25.21501064300538,19.65656280517578
mig,0.8,16.48550033569334,25.91953277587892,33.42879295349121
mps-uncap,0.9,30.969295501708984,24.89669322967529,19.896767139434814
mig,0.9,16.277494430541996,25.879092216491706,33.26584577560424
mps-uncap,1.0,30.67453384399414,27.43229627609257,20.13089656829834
mig,1.0,16.03683471679687,25.859394073486328,33.00222873687744
mps-uncap,1.1,33.14621925354003,25.757293701171857,20.632300376892086
mig,1.1,16.16126775741577,26.07440948486328,33.1262731552124
mps-uncap,1.2,33.26778411865233,25.81242561340332,20.25575637817382
mig,1.2,16.24664068222047,25.90837955474854,33.27977418899536
mps-uncap,1.3,32.61678218841551,28.069996833801266,20.20188331604004
mig,1.3,16.05826854705811,25.650234222412113,33.25527906417847
