mode,load,0_inception_v3-16,1_squeezenet1_1-2,2_squeezenet1_1-4
mps-uncap,0.8,85.66233634948732,62.586069107055664,36.552405357360804
mps-uncap,0.9,1315.8703041076665,715.1375770568848,212.7037858963013
mps-uncap,1.0,7752.842082977296,6950.685987472534,6158.320140838623
mps-uncap,0.5,37.044150829315186,7.341544628143305,8.606910705566406
mps-uncap,0.6,45.203592777252204,12.262256145477348,8.681259155273438
mps-uncap,0.7,66.94273948669434,20.418317317962654,15.000879764556881
mps-uncap,0.1,19.369781017303467,5.324959754943843,6.197335720062258
mps-uncap,0.2,21.36814594268799,8.843393325805659,8.610353469848606
mps-uncap,0.3,22.36945629119869,8.062667846679688,8.42376708984377
mps-uncap,0.4,24.56740140914914,5.997152328491197,7.269546985626216
