mode,load,0_inception_v3-16,1_squeezenet1_1-2,2_squeezenet1_1-4
mps-uncap,0.8,56.40430450439456,37.8265380859375,26.421070098876953
mps-uncap,0.9,1229.5085430145264,642.5843238830566,173.15950393676758
mps-uncap,1.0,7262.172985076905,6362.849855422974,5497.807025909424
mps-uncap,0.5,27.347755432128906,5.5564403533935565,6.3457489013671875
mps-uncap,0.6,33.51399898529053,8.293509483337404,6.399583816528321
mps-uncap,0.7,45.62432765960696,11.832594871520996,9.1325044631958
mps-uncap,0.1,23.787498474121094,6.2525510787963885,6.247091293334961
mps-uncap,0.2,23.448705673217773,7.210588455200195,7.262182235717774
mps-uncap,0.3,20.915985107421875,6.054162979125978,6.429338455200195
mps-uncap,0.4,21.728873252868652,4.810762405395509,5.644965171813965
