mode,load,0_inception_v3-16,1_squeezenet1_1-2,2_squeezenet1_1-4
mps-uncap,0.8,119.33279037475586,83.8465690612793,58.01725387573242
mps-uncap,0.9,1388.1633281707764,742.3810958862305,239.7618293762207
mps-uncap,1.0,7880.951166152954,6995.6488609313965,6230.9300899505615
mps-uncap,0.5,75.04558563232422,13.60321044921875,17.53544807434082
mps-uncap,0.6,76.12013816833496,25.631427764892578,18.73636245727539
mps-uncap,0.7,105.03411293029785,34.15513038635254,32.25207328796387
mps-uncap,0.1,42.998313903808594,11.58285140991211,17.937660217285156
mps-uncap,0.2,42.397499084472656,18.75138282775879,18.8138484954834
mps-uncap,0.3,51.70893669128418,18.729448318481445,21.342039108276367
mps-uncap,0.4,54.59022521972656,15.914440155029297,16.24917984008789
