mode,load,0_inception_v3-16,1_squeezenet1_1-2,2_squeezenet1_1-4
mps-uncap,0.8,8.588075637817383,1.6934871673583984,1.6887187957763672
mps-uncap,0.9,9.134531021118164,1.714468002319336,1.7011165618896484
mps-uncap,1.0,12.120962142944336,1.775503158569336,1.8968582153320312
mps-uncap,0.5,8.559703826904297,1.703023910522461,1.7056465148925781
mps-uncap,0.6,8.578300476074219,1.6753673553466797,1.6825199127197266
mps-uncap,0.7,8.551359176635742,1.6748905181884766,1.6884803771972656
mps-uncap,0.1,8.611440658569336,2.0036697387695312,1.8079280853271484
mps-uncap,0.2,8.702278137207031,1.708984375,1.7693042755126953
mps-uncap,0.3,8.636236190795898,1.6684532165527344,1.7042160034179688
mps-uncap,0.4,8.599519729614258,1.6696453094482422,1.6989707946777344
