mode,load,0_inception_v3-16,1_squeezenet1_1-2,2_squeezenet1_1-4
mps-uncap,0.8,12.927055358886719,10.555267333984375,7.473468780517578
mps-uncap,0.9,888.9694213867188,452.73661613464355,68.25423240661621
mps-uncap,1.0,3418.3199405670166,3577.76141166687,3027.207136154175
mps-uncap,0.5,2.7559995651245117,0.5826950073242188,0.6926059722900391
mps-uncap,0.6,6.406307220458984,1.5332698822021484,1.0187625885009766
mps-uncap,0.7,10.031461715698242,2.628803253173828,1.7771720886230469
mps-uncap,0.1,0.0324249267578125,0.028133392333984375,0.027179718017578125
mps-uncap,0.2,0.029325485229492188,0.02765655517578125,0.028371810913085938
mps-uncap,0.3,0.028371810913085938,0.026702880859375,0.027179718017578125
mps-uncap,0.4,0.029087066650390625,0.027179718017578125,0.03170967102050781
