mode,load,0_inception_v3-16,1_squeezenet1_1-2,2_squeezenet1_1-4
mps-uncap,0.8,10.49962043762207,2.6662349700927734,2.7256011962890625
mps-uncap,0.9,10.1348876953125,2.565145492553711,2.799510955810547
mps-uncap,1.0,10.158538818359375,2.5398731231689453,2.695322036743164
mps-uncap,0.5,11.918830871582031,2.3935079574584965,2.719283103942871
mps-uncap,0.6,11.975789070129395,2.6101827621459965,2.4673938751220703
mps-uncap,0.7,11.873078346252441,2.624607086181641,2.496480941772461
mps-uncap,0.1,20.033597946166992,3.9232969284057617,4.029297828674316
mps-uncap,0.2,16.210079193115234,3.878355026245117,4.008626937866211
mps-uncap,0.3,13.555288314819336,3.4708023071289067,3.6243438720703125
mps-uncap,0.4,11.882424354553223,2.7171611785888676,2.9970884323120135
