mode,load,0_inception_v3-16,1_squeezenet1_1-2,2_squeezenet1_1-4
mps-uncap,0.8,22.044658660888672,12.513399124145508,9.495258331298828
mps-uncap,0.9,898.9832401275635,454.6842575073242,70.23704051971436
mps-uncap,1.0,3428.480625152588,3579.5443058013916,3029.3681621551514
mps-uncap,0.5,13.002514839172363,2.614140510559082,2.9082298278808594
mps-uncap,0.6,15.98215103149414,3.4966468811035156,2.962827682495117
mps-uncap,0.7,20.183205604553223,4.606842994689941,3.728032112121582
mps-uncap,0.1,18.19741725921631,3.8683414459228516,3.9687156677246094
mps-uncap,0.2,15.474796295166016,3.8042068481445312,3.921985626220703
mps-uncap,0.3,11.681318283081055,3.134489059448242,3.308534622192383
mps-uncap,0.4,11.488199234008789,2.5205612182617188,2.7333498001098633
