mode,load,0_inception_v3-16,1_squeezenet1_1-2,2_squeezenet1_1-4
mps-uncap,0.8,47.21951484680178,35.880327224731445,24.461746215820312
mps-uncap,0.9,1219.449520111084,640.7105922698975,171.20697498321533
mps-uncap,1.0,7252.199125289917,6361.101055145264,5495.967388153076
mps-uncap,0.5,17.656254768371582,3.660941123962408,4.199028015136719
mps-uncap,0.6,23.549342155456543,6.31802082061768,4.467201232910157
mps-uncap,0.7,36.006975173950195,9.847497940063477,7.184505462646484
mps-uncap,0.1,8.520960807800293,2.5095701217651376,2.5287389755249023
mps-uncap,0.2,10.993242263793945,3.7430286407470716,3.609085083007813
mps-uncap,0.3,10.513782501220703,3.3789157867431663,3.61323356628418
mps-uncap,0.4,11.701464653015137,2.823972702026369,3.3085346221923864
