mode,load,0_inception_v3-16,1_squeezenet1_1-2,2_squeezenet1_1-4
mps-uncap,0.8,11.301403045654299,3.7151575088500977,3.8177967071533203
mps-uncap,0.9,11.222782135009785,2.9850006103515625,3.109679222106934
mps-uncap,1.0,10.287723541259767,2.9458999633789062,3.0212879180908194
mps-uncap,0.5,13.199753761291504,3.188107013702391,4.231750965118408
mps-uncap,0.6,13.447110652923586,3.93646001815797,3.474879264831542
mps-uncap,0.7,13.54839563369751,3.8917064666748047,3.535747528076172
mps-uncap,0.1,20.972073078155518,4.290661811828613,4.377453327178956
mps-uncap,0.2,19.930481910705566,4.123373031616211,4.365272521972655
mps-uncap,0.3,15.999770164489744,3.848347663879394,4.321651458740236
mps-uncap,0.4,13.287663459777827,3.4531116485595645,4.281492233276366
