mode,load,0_inception_v3-16,1_squeezenet1_1-2,2_squeezenet1_1-4
mps-uncap,0.8,110.12792587280273,81.55345916748047,56.28228187561035
mps-uncap,0.9,1378.4708976745605,740.520715713501,238.01112174987793
mps-uncap,1.0,7870.647668838501,6993.90435218811,6223.868131637573
mps-uncap,0.5,66.30992889404297,11.863470077514648,14.68205451965332
mps-uncap,0.6,66.7881965637207,23.89669418334961,16.43967628479004
mps-uncap,0.7,95.9627628326416,32.45067596435547,29.665231704711914
mps-uncap,0.1,29.67524528503418,8.158683776855469,13.577461242675781
mps-uncap,0.2,32.89031982421875,14.938116073608398,15.002965927124023
mps-uncap,0.3,42.89841651916504,16.99352264404297,19.41514015197754
mps-uncap,0.4,45.992136001586914,14.219522476196289,13.98324966430664
