mode,load,0_inception_v3-16,1_squeezenet1_1-2,2_squeezenet1_1-4
mps-uncap,0.8,94.69908714294436,64.73124027252197,38.83812427520751
mps-uncap,0.9,1325.2077865600586,717.163848876953,214.75222826004034
mps-uncap,1.0,7762.896857261659,6952.628254890442,6160.2829933166495
mps-uncap,0.5,45.91223955154419,9.223108291625975,10.796666145324707
mps-uncap,0.6,55.08142709732061,14.240913391113292,10.675048828124991
mps-uncap,0.7,76.9720005989074,22.36209630966187,16.823029518127434
mps-uncap,0.1,37.409067153930664,9.085361957550045,9.877760410308838
mps-uncap,0.2,34.5538854598999,11.908044815063471,12.078437805175781
mps-uncap,0.3,32.707929611205905,10.61343669891357,11.114983558654794
mps-uncap,0.4,34.09470319747925,7.9547309875488255,9.404256343841542
