mode,load,0_efficientnet_b6-4,1_efficientnet_b6-4,2_mobilenet_v2-32,3_vgg16-32
mps-uncap,1.0,0.0007152557373046875,0.009775161743164062,0.0007152557373046875,0.0007152557373046875
