mode,load,0_inception_v3-8,1_resnet101-8,2_squeezenet1_0-8
mps-uncap,0.8,100.86631774902344,120.05305290222168,48.09165000915527
mps-uncap,0.9,196.49505615234375,162.55903244018555,81.12382888793945
mps-uncap,1.0,3732.8882217407227,454.6785354614258,252.51030921936035
mps-uncap,0.5,42.71411895751953,38.96975517272949,351.14002227783203
mps-uncap,0.6,43.36047172546387,54.921627044677734,20.236730575561523
mps-uncap,0.7,83.82320404052734,82.72147178649902,24.183034896850586
mps-uncap,0.1,29.71959114074707,24.713516235351562,7.292509078979492
mps-uncap,0.2,35.08949279785156,32.59849548339844,7.531166076660156
mps-uncap,0.3,43.71309280395508,39.36648368835449,8.737802505493164
mps-uncap,0.4,48.769235610961914,37.03188896179199,13.598442077636719
