mode,load,0_inception_v3-8,1_resnet101-8,2_squeezenet1_0-8
mps-uncap,0.8,4.919528961181641,6.267547607421875,1.7576217651367188
mps-uncap,0.9,4.984855651855469,6.288051605224609,1.7578601837158203
mps-uncap,1.0,4.982471466064453,6.346225738525391,1.7671585083007812
mps-uncap,0.5,4.7855377197265625,6.273031234741211,1.7712116241455078
mps-uncap,0.6,4.729986190795898,6.263017654418945,1.77001953125
mps-uncap,0.7,4.853725433349609,6.263017654418945,1.7557144165039062
mps-uncap,0.1,4.848480224609375,6.23011589050293,1.7588138580322266
mps-uncap,0.2,5.000829696655273,6.226062774658203,1.7635822296142578
mps-uncap,0.3,5.106687545776367,6.232023239135742,1.7578601837158203
mps-uncap,0.4,4.88591194152832,6.275653839111328,1.7595291137695312
