mode,load,0_inception_v3-8,1_resnet101-8,2_squeezenet1_0-8
mps-uncap,0.8,11.562705039978027,14.872074127197266,3.887057304382324
mps-uncap,0.9,19.147872924804688,24.001359939575195,5.65648078918457
mps-uncap,1.0,1060.8046054840088,93.40107440948486,26.670455932617188
mps-uncap,0.5,10.150909423828125,11.66379451751709,2.6553869247436523
mps-uncap,0.6,9.493589401245117,10.845661163330078,2.8333663940429688
mps-uncap,0.7,9.851455688476562,12.053728103637695,3.1280517578125
mps-uncap,0.1,12.18271255493164,12.2755765914917,2.662062644958496
mps-uncap,0.2,12.650132179260254,12.448549270629883,2.607107162475586
mps-uncap,0.3,13.18216323852539,13.344287872314453,2.6569366455078125
mps-uncap,0.4,11.50965690612793,12.443304061889648,2.6426315307617188
