mode,load,0_inception_v3-8,1_resnet101-8,2_squeezenet1_0-8
mps-uncap,0.8,8.48245620727539,10.538578033447266,2.571225166320801
mps-uncap,0.9,9.592771530151367,11.563539505004883,2.8057098388671875
mps-uncap,1.0,11.858105659484863,12.339949607849121,3.0364990234375
mps-uncap,0.5,8.705854415893555,9.938359260559082,2.4175643920898438
mps-uncap,0.6,8.086681365966797,9.390830993652344,2.429485321044922
mps-uncap,0.7,8.055448532104492,9.609699249267578,2.432584762573242
mps-uncap,0.1,12.037158012390137,12.16280460357666,2.5736093521118164
mps-uncap,0.2,12.25423812866211,12.145280838012695,2.507925033569336
mps-uncap,0.3,11.77525520324707,12.498140335083008,2.500295639038086
mps-uncap,0.4,9.360313415527344,11.077880859375,2.4597644805908203
